title,product_price,special_price,stock_status,brand,product_model,warranty,short_description,chipset,memory,storage,battery,operating_system,color
ASUS VivoBook M515UA 15.6 Inch HD IPS Display Ryzen 5 5500U 4GB RAM 256GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook M515UA,2 Years,"['2.1 GHz AMD Ryzen 5 5500U Six-Core', '4GB DDR4 RAM', '256GB PCI-E SSD', '15.6"" HD Display']",Trusted Platform Module (Firmware TPM),4GB DDR4 Onboard,256GB PCIe Gen3 X2 SSD,"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 10,Slate Grey
ASUS VivoBook Flip 14 TM420UA 14 Inch Full HD Multi-Touch Display Ryzen 7 5700U 8GB RAM 512GB SSD 2-In-1 Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook Flip 14 TM420UA,2 Years,"['1.8 GHz AMD Ryzen 7 5700U 8-Core', '8GB DDR4 | 512GB M.2 NVME PCIe SSD', '14"" 1920 x 1080 Full HD Touchscreen', 'USB 2.0 | Fingerprint Reader | HDMI 1.4']",Trusted Platform Module (Firmware TPM),8GB DDR4 Memory,512GB M.2 NVMe PCIe 3.0 SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 10 Home,Bespoke Black
ASUS VivoBook Flip 14 TM420IA 14-Inch Full HD Touch Display Ryzen 5 4GB 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook Flip 14 TM420IA,2 Years,"['AMD Ryzen5 4500U  2.30GHZ', 'AMD Radeon Graphics', 'Touch screen, 14.0-inch', '512 GB PCIe G3 SSD']",Trusted Platform Module (Firmware TPM),"4GB DDR4 3200MHz RAM, Memory Max Up To:16GB",512 GB PCIe G3 SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 10,BESPOKE BLACK
ASUS VIVOBOOK 15X OLED X1503ZA 15.6 INCH FULL HD OLED DISPLAY CORE I7 12TH GEN 8GB RAM 512GB SSD LAPTOP,"113,000৳","91,500৳",Up Coming,Asus,VivoBook 15X OLED X1503ZA,2 Year'S,"['Processor Type. - Core i7', 'Generation - 12th (Intel)', 'Display Size (Inch) - 15.6', 'RAM - 8GB / Storage - 512GB SSD']",Trusted Platform Module (Firmware TPM),"RAM- 8GB
Installed RAM Details- 1 X 8GB Non-Removable
RAM Type- DDR4
Total RAM Slot- 1
Empty/Expansion RAM Slot- 1","Storage- 512GB SSD
Installed SSD Type- NVMe PCIe
Storage Upgrade- Installed SSD Can Be Upgradeable","Battery- 3 Cell
Battery Capacity- 70Wh
Battery Type- Li-Ion
Backup Time- Up To 3.5 Hrs.
Power Adapter- 90W
Adapter Type- AC Adapter",Windows -11 Home,Quiet Blue
ASUS VIVOBOOK 15X K3504ZA INTEL CORE I7 1255U 12TH GEN 16GB RAM 512GB SSD 15.6 INCH FHD DISPLAY COOL SILVER LAPTOP,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15X K3504ZA,2 Years,"['Intel Core i7 12th Gen Processor', '16GB RAM| 512GB SSD', '15.6 Inch FHD (1920x1080) Display', 'Intel Iris X Graphics']",Trusted Platform Module (Firmware TPM),"Size : 16GB (Onboard)
Type : DDR4
Total Slot: 2 (Removable)
Max. Capacity : Up To 24GB","Size : 512GB
Format : NVMe PCIe Gen 4","Cell : 3 Cell
Size : 42 Wh
Category : Lithium Ion (Li-Ion)
Power Brick : 65W AC Adapter",Windows 11 Home,Cool Silver
ASUS VivoBook 15 X515EA 15.6 Inch Full HD WV Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 X515EA,2 Years,"['Audio by ICEpower', 'Built-in speaker ', 'Built-in microphone', 'with Cortana support']",Trusted Platform Module (Firmware TPM),8GB 3200MHz DDR4 (4GB ON BOARD) (Extra Ram Slot Available),512GB M.2 NVMe PCIe 3.0 SSD HDD Housing For Storage Expansion,"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 10,PEACOCK BLUE
ASUS VivoBook 15 X515EA 15.6 Inch Full HD WV Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 X515EA,2 Years,"['Audio by ICEpower', 'Built-in speaker ', 'Built-in microphone', 'with Cortana support']",Trusted Platform Module (Firmware TPM),8GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),512GB M.2 NVMe PCIe 3.0 SSD HDD Housing For Storage Expansion,"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 10,PEACOCK BLUE
ASUS VIVOBOOK 15 X515EA 15.6 INCH FULL HD WV DISPLAY CORE I5 11TH GEN 4GB RAM 256GB SSD LAPTOP WITH MX330 2GB GRAPHICS,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 X515EA,2 Years,"['Audio by ICEpower', 'Built-in speaker ', 'Built-in microphone', 'with Cortana support']",Trusted Platform Module (Firmware TPM),4GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),"256GB SSD
NVMe PCIe
Aditional HDD Can Be Added, SSD Can Be Replaced","37WHrs, 2S1P, 2-Cell Li-Ion",Windows 10,SLATE GREY
ASUS VivoBook 15 X515EA 15.6 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 X515EA,2 Years,"['Intel Core i5-1135G7 Processor', '8GB DDR4 RAM', '512GB PCI-E G3 SSD', '15.6"" FHD LED Display']",Trusted Platform Module (Firmware TPM),"8GB DDR4 3200MHz SDRAM (4GB Onboard)
Extra RAM Slot",512GB PCI-E G3 SSD (Extra HDD Slot Available),"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 10,Slate Grey
ASUS VivoBook 15 X515EA 15.6 Inch Full HD Display Core I5 11th Gen 4GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 X515EA,2 Years,"['Intel Core i5-1135G7 Processor', '4GB DDR4 RAM', '512GB PCI-E G3 SSD', '15.6"" FHD LED Display']",Trusted Platform Module (Firmware TPM),4GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),512GB PCI-E G3 SSD (Extra HDD Slot Available),"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 10,Slate Grey
Asus VivoBook 15 X513EP 15.6 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop With MX330 2GB Graphics,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 X513EP,2 Years,"['Intel Core i5-1135G7 Processor ', '8GB DDR4 3200MHz SDRAM', '512GB PCIe Gen3 M.2 SSD', 'NVIDIA MX330 2GB GDDR5 Graphics']",Trusted Platform Module (Firmware TPM),8 GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),512GB PCIe SSD (Extra HDD Slot Available),3 -Cell 42 Wh Battery,Windows 11 64-Bit,ESPOKE BLACK
ASUS VivoBook 15 X513EA 15.6-Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 X513EA,2 Years,"['Intel Core i5-1135G7 Processor ', 'Memory: 8GB DDR4 Ram', 'Storage: 512 GB PCIe G3 SSD', 'Integrated Intel UHD Graphics']",Trusted Platform Module (Firmware TPM),8GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),512GB PCIe Gen3 X2 M.2 SSD (Extra HDD Slot Available),3 -Cell 42 Wh Battery,Windows 10 Home,Bespoke Black
ASUS VivoBook 15 X513EA 15.6-Inch FHD Display Core I3 11th Gen 8GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 X513EA,2 Years,"['Intel Core i3-1115G4 Processor ', 'Memory: 8GB DDR4 Ram', 'Storage: 512 GB PCIe G3 SSD', 'Integrated Intel UHD Graphics']",Trusted Platform Module (Firmware TPM),8GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),512GB PCIe Gen3 X2 M.2 SSD (Extra HDD Slot Available),3 -Cell 42 Wh Battery,Windows 11 Home,Bespoke Black
Asus VivoBook 15 X512JP 15.6 Inch Full HD Display Core I5 10th Gen 4GB RAM 512GB SSD Laptop With MX330 2GB Graphics (Slat Gray),"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 X512JP,2 Years,"['Intel Core i5-1035G1 Processor ', '4GB DDR4 2666MHz SDRAM', '512GB PCIe Gen3 x 2 M.2 SSD', 'GeForce MX330 2GB Graphics']",Trusted Platform Module (Firmware TPM),4GB DDR4 2666MHz SDRAM (Extra Ram Slot Available),512GB PCIe Gen3 X 2 M.2 SSD (Extra HDD Slot Available ),2 -Cell 37 Wh Battery,Windows 10,Slat Gray
Asus VivoBook 15 X512JP 15.6 Inch Full HD Display Core I5 10th Gen 4GB RAM 512GB SSD Laptop With MX330 2GB Graphics (Peacock Blue),"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 X512JP,2 Years,"['Intel Core i5-1035G1 Processor ', '4GB DDR4 2666MHz SDRAM', '512GB PCIe Gen3 x 2 M.2 SSD', 'GeForce MX330 2GB Graphics']",Trusted Platform Module (Firmware TPM),4GB DDR4 2666MHz SDRAM (Extra Ram Slot Available),512GB PCIe Gen3 X 2 M.2 SSD (Extra HDD Slot Available ),2 -Cell 37 Wh Battery,Windows 10,Peacock Blue
ASUS VIVOBOOK 15 X1505ZA 15.6 INCH FULL HD OLED DISPLAY CORE I3 12TH GEN 8GB RAM 512GB SSD LAPTOP,"113,000৳","91,500৳",Out Of Stock,Asus,VIVOBOOK 15 X1505ZA,2 Years,"['Intel Core I3 ', 'View Details']",Trusted Platform Module (Firmware TPM),"8GB DDR4 On Board
Extra RAM Slot Available",512 GB SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11 Home 64-Bit,Transparent Silver
Asus Vivobook 15 X1502ZA 15.6 Inch Full Hd Display Core I5 12th Gen 8GB RAM 512GB SSD Laptop (Quiet Blue),"113,000৳","91,500৳",Out Of Stock,Asus,Vivobook 15 X1502ZA,2 Years,"['Intel Core I5-1240P Processor', '512GB M.2 NVMe PCIe 3.0 SSD', '15.6-Inch, FHD (1920 X 1080) Display', '8GB DDR4 RAM']",Trusted Platform Module (Firmware TPM),"8GB DDR4 On Board
Extra RAM Slot Available
Total System Memory Upgradeable To:16GB",512GB M.2 NVMe PCIe 3.0 SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11 Home 64-Bit,Quiet Blue
ASUS VIVOBOOK 15 X1500EA 15.6 FULL HD DISPLAY CORE I5 11TH GEN 8GB RAM 512GB SSD LAPTOP,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 X1500EA,2 Years,"['Intel Core i5-1135G7Processor ', '8GB DDR4 RAM', '512GB SSD', '15.6"" FHD LED Display']",Trusted Platform Module (Firmware TPM),8GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),512GB M.2 NVMe PCIe 3.0 SSD,"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 11,Indie Black
ASUS VIVOBOOK 15 X1500EA 15.6 FULL HD DISPLAY CORE I5 11TH GEN 8GB RAM 1TB HDD LAPTOP,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 X1500EA,2 Years,"['Intel Core i5-1135G7Processor ', '8GB DDR4 RAM', '1TB HDD', '15.6"" FHD LED Display']",Trusted Platform Module (Firmware TPM),8GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),1TB HDD,"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 11,Indie Black
Asus VivoBook 15 M515DA 15.6 Inch Full HD Display Ryzen 3 3250U 4GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 M515DA,2 Years,"['2.6 GHz AMD Ryzen 3 3250U', '4GB DDR4 RAM', '512GB PCI-E SSD', '15.6"" Full HD Display']",Trusted Platform Module (Firmware TPM),4GB DDR4 2666MH RAM (Extra Ram Slot Available),512GB M.2 NVMe PCIe 3.0 SSD (Extra HDD Slot Available),"37WHrs, 2S1P, 2-Cell Li-Ion",Windows 10,Slate Grey
ASUS VIVOBOOK 15 M513UA 15.6 INCH FHD RYZEN 7 5700U 8GB RAM 512GB SSD LAPTOP WITH RADEON GRAPHICS,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 M513UA,2 Years,[],Trusted Platform Module (Firmware TPM),8GB 3200 MHZ DDR4 RAM (Expandable RAM),512GB M.2 NVMe PCIE G3.0 SSD (Extra Hard Disk Slot Available),3 -Cell 42 Wh Lithium-Polymer Battery Battery,Windows 11,INDIE BLACK
ASUS VIVOBOOK 15 M1502IA RYZEN 7 4800H/HS 16GB RAM 512GB SSD 15.6 INCH FULL HD DISPLAY QUIET BLUE LAPTOP,"113,000৳","91,500৳",Out Of Stock,Asus,VIVOBOOK 15 M1502IA,2 Year'S,"['AMD Ryzen 7 4800H', 'AMD Radeon Graphics', '512GB M.2 NVMe PCIe 4.0 SSD', '15.6 inch FHD LED Display']",Trusted Platform Module (Firmware TPM),"Expansion Slot(Includes Used)- 1x DDR4 SO-DIMM Slot
On Board Memory- 8GB DDR4 3200MHz On Board
DIMM Memory- 8GB DDR4 SO-DIMM
Total System Memory- DDR4 16GB",512GB M.2 NVMe PCIE G3.0 SSD (Extra Hard Disk Slot Available),"Battery- 3 Cell
Battery Capacity- 42Wh
Battery Type- Li-Ion
Power Adapter- 90W
Adapter Type- AC Adapter
Input: 100~240V
Output: 19V DC, 4.74A, 90W",Windows 11 Home,Quiet Blue
Asus VivoBook 15 K513EP 15.6 Inch Full HD Display Core I7 11th Gen 8GB RAM 512GB SSD Laptop With MX330 Graphics,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 K513EP,2 Years,"['Intel Core i7-1165G7 Processor ', '8GB DDR4 RAM', '512GB NVMe PCIe SSD', 'Nvidia MX330 Graphics']",Trusted Platform Module (Firmware TPM),"8GB 3200MHz DDR4 ,
Memory Max Up To:16GB",512GB M.2 NVMe PCIe 3.0 SSD (Extra HDD Slot Available),"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 10,Hearty Gold
Asus VivoBook 15 K513EP 15.6 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop With MX330 Graphics,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 K513EP,2 Years,"['Intel Core i5-1135G7', '8GB DDR4 RAM', '512GB NVMe PCIe SSD', 'Nvidia MX330 Graphics']",Trusted Platform Module (Firmware TPM),"8GB 3200MHz DDR4 , Memory Max Up To:16GB",512GB M.2 NVMe PCIe 3.0 SSD (Extra HDD Slot Available),"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 10,Indie Black
Asus VivoBook 15 K513EA OLED 15.6 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop (Hearty Gold),"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 K513EA OLED,2 Years,"['Intel Core i5-1135G7 Processor', '8GB DDR4 Ram', '512GB M.2 SSD', '15.6"" OLED Full HD GL Display']",Trusted Platform Module (Firmware TPM),"8GB 3200MHz DDR4,
Memory Max Up To:16GB",512GB M.2 NVMe PCIe 3.0 SSD,"42 WHrs, 3S1P, 3-Cell Li-Ion",Windows 10 Home,Hearty Gold
Asus VivoBook 15 K513EA OLED 15.6 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 K513EA OLED,2 Years,"['Intel Core i5-1135G7 Processor', '8GB DDR4 Ram', '512GB M.2 SSD', '15.6"" OLED Full HD GL Display']",Trusted Platform Module (Firmware TPM),"8GB DDR4,
Memory Max Up To:16GB",512GB M.2 NVMe PCIe 3.0 SSD,"42 WHrs, 3S1P, 3-Cell Li-Ion",Windows 10 Home,Indie Black
Asus VivoBook 15 K513EA 15.6 Inch Full Hd Display Intel I7 11th Gen 8GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,K513EA,2 Years,"['Intel Core i7 11th Gen', '15.6 inch full hd display', '512GB M.2 NVMe SSD', 'Intel IRIS Xe Graphics']",Trusted Platform Module (Firmware TPM),"8GB 3200MHz DDR4 , Memory Max Up To:16GB",512GB M.2 NVMe PCIe 3.0 SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 10,HEARTY GOLD
Asus VivoBook 15 K513EA 15.6 Inch Full Hd Display Intel I5 11th Gen 8GB RAM 512GB SSD Laptop (Hearty Gold),"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 K513EA,2 Years,"['Intel Core i5 11th Gen', '15.6 inch full hd display', '512GB M.2 NVMe SSD', 'Intel IRIS Xe Graphics']",Trusted Platform Module (Firmware TPM),"8GB 3200MHz DDR4 , Memory Max Up To:16GB",512GB M.2 NVMe PCIe 3.0 SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 10,"TRANSPARENT SILVER
Indie Black"
Asus VivoBook 15 K513EA 15.6 Inch Full Hd Display Intel I5 11th Gen 8GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 K513EA,2 Years,"['Intel Core i5 11th Gen', '15.6 inch full hd display', '512GB M.2 NVMe SSD', 'Intel IRIS Xe Graphics']",Trusted Platform Module (Firmware TPM),"8GB 3200MHz DDR4 , Memory Max Up To:16GB",512GB M.2 NVMe PCIe 3.0 SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 10,"TRANSPARENT SILVER
Indie Black"
Asus VivoBook 15 K513EA 15.6 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 K513EA,2 Years,"['Intel Core i5-1135G7 Processor ', '8GB DDR4 3200MHz RAM', '512GB PCIe Gen3 x2 M.2 SSD', '15.6” FHD (1920X1080) Display']",Trusted Platform Module (Firmware TPM),"8GB 3200MHz DDR4 ,
(Extra Ram Slot Available) Memory Max Up To:16GB",512GB M.2 NVMe PCIe 3.0 SSD (Extra Hard Disk Slot Available),"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 10,"INDIE BLACK (BQ926T)
HEARTY GOLD (BQ924T/BQ1366T)
TRANSPARENT SILVER (BQ925T)"
ASUS VivoBook 15 K513EA 15.6 Inch Full HD Display Core I3 11th Gen 8GB RAM 512GB SSD Laptop (Transparent Silver),"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 K513EA,2 Years,"['Intel Core i3 11th Gen', '15.6"" FHD (1920X1080) Display', '8GB DDR4 RAM (On Board)', '512GB PCI-E G3 SSD']",Trusted Platform Module (Firmware TPM),8 GB DDR4 3200MHz SDRAM (Extra Ram Slot Available),512GB M.2 NVMe PCIe 3.0 SSD (Extra Hard Disk Slot Available),"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11,Transparent Silver
ASUS VivoBook 15 K513EA 15.6 Inch Full HD Display Core I3 11th Gen 8GB RAM 512GB SSD Laptop (Indie Black),"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 K513EA,2 Years,"['Intel Core i3-1115G4 11th Gen', '15.6"" FHD (1920X1080) Display', '8GB DDR4 RAM (On Board)', '512GB M.2 NVMe PCIe 3.0 SSD']",Trusted Platform Module (Firmware TPM),8GB DDR4 3200MHz SDRAM (On Board) (Extra Ram Slot Available For Expand),512GB M.2 NVMe PCIe 3.0 SSD (Extra Hard Disk Slot Available),"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11,Indie Black
ASUS VivoBook 15 K513EA 15.6 Inch Full HD Display Core I3 11th Gen 8GB RAM 512GB SSD Laptop (Hearty Gold),"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 15 K513EA,2 Years,"['Intel Core i3-1115G4 11th Gen', '15.6"" FHD (1920X1080) Display', '8GB DDR4 RAM (On Board)', '512GB M.2 NVMe PCIe 3.0 SSD']",Trusted Platform Module (Firmware TPM),8GB DDR4 3200MHz SDRAM (Extra Ram Slot Available For Expand),512GB M.2 NVMe PCIe 3.0 SSD (Extra Hard Disk Slot Available),"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11,Hearty Gold
Asus VivoBook 14 X415EA 14 Inch Full HD Display Core I5 11th Gen 4GB RAM 512GB SSD Laptop (SLATE GREY),"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 14 X415EA,2 Years,"['Intel Core i5-1135G7 Processor', '4GB DDR4 RAM', '512GB PCIEG3 SSD', '14.0” FHD (1920X1080) Display']",Trusted Platform Module (Firmware TPM),4GB DDR4 3200MHZ RAM (Extra Ram Slot Available),512GB PCIEG3 SSD (Extra HDD Slot Available),"37WHrs, 2S1P, 2-Cell Li-Ion Plug Type:Ø4 (Mm)
Ø4.0, 45W AC Adapter,
Output: 19V DC, 2.37A, 45W,
Input: 100~240V AC 50/60Hz Universal",Windows 10 Home,SLATE GREY
Asus VivoBook 14 X415EA 14 Inch Full HD Display Core I5 11th Gen 4GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 14 X415EA,2 Years,"['Intel Core i5-1135G7 Processor', '4GB DDR4 RAM', '512GB PCIEG3 SSD', '14.0” FHD (1920X1080) Display']",Trusted Platform Module (Firmware TPM),4GB DDR4 3200MHZ RAM (Extra Ram Slot Available),512GB PCIEG3 SSD (Extra HDD Slot Available),"37WHrs, 2S1P, 2-Cell Li-Ion Plug Type:Ø4 (Mm)
Ø4.0, 45W AC Adapter,
Output: 19V DC, 2.37A, 45W,
Input: 100~240V AC 50/60Hz Universal",Windows 10 Home,Transparent Silver
Asus VivoBook 14 X415EA 14 Inch Full HD Display Core I3 11th Gen 4GB RAM 512GB SSD Laptop,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 14 X415EA,2 Years,"['Intel Core i3-1115G4 Processor', '4GB DDR4 RAM', '512GB PCIEG3 SSD', '14.0” FHD (1920X1080) Display']",Trusted Platform Module (Firmware TPM),4GB DDR4 3200MHZ RAM (Extra Ram Slot Available),512GB PCIEG3 SSD (Extra HDD Slot Available),"37WHrs, 2S1P, 2-Cell Li-Ion Plug Type:Ø4 (Mm)",Windows 10 Home,Slate Grey
ASUS VIVOBOOK 14 X1402ZA-EB636W 14 INCH FULL HD DISPLAY CORE I3 12TH GEN 8GB RAM 512GB SSD LAPTOP,"113,000৳","91,500৳",Out Of Stock,Asus,Vivobook 14 X1402ZA,2 Year'S,"['Intel Core i3-1220P Processor', 'DDR4 8GB RAM', '512GB M.2 NVMe PCIe 3.0 SSD', 'Intel UHD Graphics']",Trusted Platform Module (Firmware TPM),"RAM- 8GB
Installed RAM Details- 1 X 8GB Non-Removable
RAM Type- DDR4
Total RAM Slot- 1
Empty/Expansion RAM Slot- 1","Storage- 512GB SSD
Installed SSD Type- NVMe PCIe
Storage Upgrade- Installed SSD Can Be Upgradeable","Battery- 3 Cell
Battery Capacity- 42Wh
Battery Type- Li-Ion
Backup Time- Up To 3.5 Hrs.
Power Adapter- 65W
Adapter Type- AC Adapter",Windows -11 Home,Quiet Blue / TERRA COTTA
ASUS VIVOBOOK 14 X1402ZA CORE I7 12TH GEN 8GB RAM 512GB SSD 14 INCH FULL HD DISPLAY ICELIGHT SILVER LAPTOP #X1402ZA-EB138W,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 14 X1402ZA,2 Year'S,"['Intel Core i7 12th Gen up to 4.70 GHz', '8gb Ddr4 3200 Mhz Ram', '512 Nvme Pcie Ssd', 'Windows 11 Home']",Trusted Platform Module (Firmware TPM),"RAM- 8GB
Installed RAM Details- 1 X 8GB Non-Removable
RAM Type- DDR4
RAM Bus (MHz)- 3200 MHz
Total RAM Slot- 1
Empty/Expansion RAM Slot- 1
Max. RAM Support- 16GB","Storage- 512GB SSD
Installed SSD Type- NVMe PCIe
Storage Upgrade- Installed SSD Can Be Upgradeable","Battery- 3 Cell
Battery Capacity- 42Wh
Battery Type- Li-Ion
Backup Time- Up To 3.5 Hrs.
Power Adapter- 45W
Adapter Type- AC Adapter",Windows -11 Home,Icelight Silver
ASUS Vivobook 14 X1402ZA 14 Inch FHD Display Core I5 12th Gen 8GB RAM 512GB SSD Laptop (Terra Cotta),"113,000৳","91,500৳",Out Of Stock,Asus,Vivobook 14 X1402ZA,2 Years,"['Intel Core I5-1240P Processor ', '14.0-Inch, FHD (1920 X 1080) Display', '8GB DDR4 RAM', '512GB M.2 NVMe PCIe 3.0 SSD']",Trusted Platform Module (Firmware TPM),"8GB DDR4 On Board
Extra RAM Slot Available
Total System Memory Upgradeable To:16GB",512GB M.2 NVMe PCIe 3.0 SSD (Expendable Up To 2TB),"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 11 Home 64-Bit,Terra Cotta
Asus VivoBook 14 K413EQ 14 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop With MX350 2GB Graphics,"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 14 K413EQ,2 Years,"['Intel Core i5-1135G7', '8GB DDR4 RAM', '512GB NVMe PCIe SSD', 'Nvidia MX350 Graphics']",Trusted Platform Module (Firmware TPM),"8GB 3200MHz DDR4 , Memory Max Up To:16GB",512GB M.2 NVMe PCIe 3.0 SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 10,Hearty Gold
ASUS VivoBook 14 K413EA 14 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD TPM Laptop (Indie Black),"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 14 K413EA,2 Years,"['Intel Core i5-1135G7 Processor', '512GB M.2 NVMe PCIe 3.0 SSD', '14"" Full HD IPS Display', '8GB DDR4 RAM ']",Trusted Platform Module (Firmware TPM),8GB DDR4 3200MHZ RAM,512GB PCIe G3 SSD And TPM (Extra M.2 NVME SSD Slot Available),42WHrs Lithium-Polymer Battery,Windows 10 Home,Indie Black
ASUS VivoBook 14 K413EA 14 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop (Transparent Silver),"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 14 K413EA,2 Years,"['Intel Core i5-1135G7 Processor', '512GB M.2 NVMe PCIe 3.0 SSD', '14"" Full HD IPS Display', '8GB DDR4 RAM ']",Trusted Platform Module (Firmware TPM),"8GB 3200MHz DDR4 Onboard,
Memory Max Up To:16GB",512 GB PCIe G3 SSD,"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 10 Home,Transparent Silver
ASUS VivoBook 14 K413EA 14 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop (Indie Black),"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 14 K413EA,2 Years,"['Intel Core i5-1135G7 Processor', '512GB M.2 NVMe PCIe 3.0 SSD', '14"" Full HD IPS Display', '8GB DDR4 RAM ']",Trusted Platform Module (Firmware TPM),8GB DDR4 3200MHZ RAM,512GB PCIe G3 SSD (Extra M.2 NVME SSD Slot Available),42WHrs Lithium-Polymer Battery,Windows 10 Home,Indie Black
ASUS VivoBook 14 K413EA 14 Inch Full HD Display Core I5 11th Gen 8GB RAM 512GB SSD Laptop (Hearty Gold),"113,000৳","91,500৳",Out Of Stock,Asus,VivoBook 14 K413EA,2 Years,"['Intel Core i5-1135G7 Processor', '512GB M.2 NVMe PCIe 3.0 SSD', '14"" Full HD IPS Display', '8GB DDR4 RAM ']",Trusted Platform Module (Firmware TPM),"8GB 3200 MHz DDR4 Onboard,
( Memory Max Up To : 16GB )",512 GB PCIe G3 SSD (Extra Hard Disk Slot Available),"42WHrs, 3S1P, 3-Cell Li-Ion",Windows 10 Home,Hearty Gold
